1	1	1	1	1	1	1	phase6-pilot-20260727T000058Z-1@example.com	order=85 esim=47
2	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-2@example.com	order=86 esim=48
3	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-3@example.com	order=87 esim=49
4	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-4@example.com	order=88 esim=50
5	1	1	1	1	1	1	phase6-pilot-20260727T000058Z-5@example.com	order=89 esim=51
6	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-6@example.com	order=90 esim=52
7	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-7@example.com	order=91 esim=53
8	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-8@example.com	order=92 esim=54
9	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-9@example.com	order=93 esim=55
10	1	1	1	1	1	1	phase6-pilot-20260727T000058Z-10@example.com	order=94 esim=56
11	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-11@example.com	order=95 esim=57
12	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-12@example.com	order=96 esim=58
13	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-13@example.com	order=97 esim=59
14	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-14@example.com	order=98 esim=60
15	1	1	1	1	1	1	phase6-pilot-20260727T000058Z-15@example.com	order=99 esim=61
16	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-16@example.com	order=100 esim=62
17	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-17@example.com	order=101 esim=63
18	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-18@example.com	order=102 esim=64
19	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-19@example.com	order=103 esim=65
20	1	1	1	1	1	1	phase6-pilot-20260727T000058Z-20@example.com	order=104 esim=66
21	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-21@example.com	order=105 esim=67
22	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-22@example.com	order=106 esim=68
23	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-23@example.com	order=107 esim=69
24	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-24@example.com	order=108 esim=70
25	1	1	1	1	1	1	phase6-pilot-20260727T000058Z-25@example.com	order=109 esim=71
26	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-26@example.com	order=110 esim=72
27	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-27@example.com	order=111 esim=73
28	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-28@example.com	order=112 esim=74
29	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-29@example.com	order=113 esim=75
30	1	1	1	1	1	1	phase6-pilot-20260727T000058Z-30@example.com	order=114 esim=76
31	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-31@example.com	order=115 esim=77
32	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-32@example.com	order=116 esim=78
33	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-33@example.com	order=117 esim=79
34	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-34@example.com	order=118 esim=80
35	1	1	1	1	1	1	phase6-pilot-20260727T000058Z-35@example.com	order=119 esim=81
36	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-36@example.com	order=120 esim=82
37	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-37@example.com	order=121 esim=83
38	1	1	1	1	1	-1	phase6-pilot-20260727T000058Z-38@example.com	order=122 esim=84
